component_id,replacement_date,occurrence,category,subcategory,component,tracking,method,life_years,life_months,current_cost,future_cost,source_page,replacement_year
45,2051-07-01,2,Equipment,Pool,Pool Chemical Controller-Rola Chem,Logistical,Fixed,15,180,2500.0,5312.38,134,2051
45,2066-07-01,3,Equipment,Pool,Pool Chemical Controller-Rola Chem,Logistical,Fixed,15,180,2500.0,8276.52,134,2066
45,2081-07-01,4,Equipment,Pool,Pool Chemical Controller-Rola Chem,Logistical,Fixed,15,180,2500.0,12894.54,134,2081
46,2026-07-01,1,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,58356.13,71,2026
46,2046-07-01,2,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,105397.66,71,2046
46,2066-07-01,3,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,190359.89,71,2066
47,2026-07-01,1,Exterior Surfaces,Roofing,Fascia-Flashing-Soffits,Logistical,One Time,8,96,55000.0,55818.9,108,2026
48,2026-07-01,1,Exterior Surfaces,Roofing,Fascia-Flashing-Soffits,Logistical,Fixed,8,96,10000.0,10148.89,108,2026
48,2034-07-01,2,Exterior Surfaces,Roofing,Fascia-Flashing-Soffits,Logistical,Fixed,8,96,10000.0,12856.31,108,2034
48,2042-07-01,3,Exterior Surfaces,Roofing,Fascia-Flashing-Soffits,Logistical,Fixed,8,96,10000.0,16285.99,108,2042
48,2050-07-01,4,Exterior Surfaces,Roofing,Fascia-Flashing-Soffits,Logistical,Fixed,8,96,10000.0,20630.61,108,2050
48,2058-07-01,5,Exterior Surfaces,Roofing,Fascia-Flashing-Soffits,Logistical,Fixed,8,96,10000.0,26134.24,108,2058
48,2066-07-01,6,Exterior Surfaces,Roofing,Fascia-Flashing-Soffits,Logistical,Fixed,8,96,10000.0,33106.07,108,2066
48,2074-07-01,7,Exterior Surfaces,Roofing,Fascia-Flashing-Soffits,Logistical,Fixed,8,96,10000.0,41937.78,108,2074
48,2082-07-01,8,Exterior Surfaces,Roofing,Fascia-Flashing-Soffits,Logistical,Fixed,8,96,10000.0,53125.52,108,2082
49,2027-07-01,1,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,60106.81,71,2027
49,2047-07-01,2,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,108559.59,71,2047
49,2067-07-01,3,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,196070.69,71,2067
50,2028-07-01,1,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,61910.01,71,2028
50,2048-07-01,2,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,111816.37,71,2048
50,2068-07-01,3,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,201952.81,71,2068
51,2029-07-01,1,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,63767.32,71,2029
51,2049-07-01,2,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,115170.86,71,2049
51,2069-07-01,3,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,208011.39,71,2069
52,2029-07-01,1,Exterior Surfaces,Siding,Stucco Siding Repair,Logistical,Fixed,7,84,10000.0,11089.97,149,2029
52,2036-07-01,2,Exterior Surfaces,Siding,Stucco Siding Repair,Logistical,Fixed,7,84,10000.0,13639.26,149,2036
52,2043-07-01,3,Exterior Surfaces,Siding,Stucco Siding Repair,Logistical,Fixed,7,84,10000.0,16774.57,149,2043
52,2050-07-01,4,Exterior Surfaces,Siding,Stucco Siding Repair,Logistical,Fixed,7,84,10000.0,20630.61,149,2050
52,2057-07-01,5,Exterior Surfaces,Siding,Stucco Siding Repair,Logistical,Fixed,7,84,10000.0,25373.04,149,2057
52,2064-07-01,6,Exterior Surfaces,Siding,Stucco Siding Repair,Logistical,Fixed,7,84,10000.0,31205.64,149,2064
52,2071-07-01,7,Exterior Surfaces,Siding,Stucco Siding Repair,Logistical,Fixed,7,84,10000.0,38379.01,149,2071
52,2078-07-01,8,Exterior Surfaces,Siding,Stucco Siding Repair,Logistical,Fixed,7,84,10000.0,47201.34,149,2078
52,2085-07-01,9,Exterior Surfaces,Siding,Stucco Siding Repair,Logistical,Fixed,7,84,10000.0,58051.69,149,2085
53,2030-07-01,1,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,65680.33,71,2030
53,2050-07-01,2,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,118625.99,71,2050
53,2070-07-01,3,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,214251.73,71,2070
54,2031-07-01,1,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,67650.74,71,2031
54,2051-07-01,2,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,122184.77,71,2051
54,2071-07-01,3,Exterior Surfaces,Structural,Chimney Chases Structural Renovations,Logistical,Fixed,20,240,57500.0,220679.29,71,2071
55,2031-07-01,1,Exterior Surfaces,Siding,Clubhouse Siding,Logistical,Fixed,30,360,90000.0,105888.12,94,2031
55,2061-07-01,2,Exterior Surfaces,Siding,Clubhouse Siding,Logistical,Fixed,30,360,90000.0,257018.26,94,2061
56,2033-07-01,1,Exterior Surfaces,Siding,Corrugated Balcony Walls,Logistical,Fixed,10,120,5000.0,6240.93,103,2033
56,2043-07-01,2,Exterior Surfaces,Siding,Corrugated Balcony Walls,Logistical,Fixed,10,120,5000.0,8387.29,103,2043
56,2053-07-01,3,Exterior Surfaces,Siding,Corrugated Balcony Walls,Logistical,Fixed,10,120,5000.0,11271.81,103,2053
56,2063-07-01,4,Exterior Surfaces,Siding,Corrugated Balcony Walls,Logistical,Fixed,10,120,5000.0,15148.37,103,2063
56,2073-07-01,5,Exterior Surfaces,Siding,Corrugated Balcony Walls,Logistical,Fixed,10,120,5000.0,20358.14,103,2073
56,2083-07-01,6,Exterior Surfaces,Siding,Corrugated Balcony Walls,Logistical,Fixed,10,120,5000.0,27359.64,103,2083
57,2036-07-01,1,Exterior Surfaces,Pool,Pool Coping,Logistical,Fixed,20,240,4200.0,5728.49,135,2036
57,2056-07-01,2,Exterior Surfaces,Pool,Pool Coping,Logistical,Fixed,20,240,4200.0,10346.29,135,2056
57,2076-07-01,3,Exterior Surfaces,Pool,Pool Coping,Logistical,Fixed,20,240,4200.0,18686.55,135,2076
58,2036-07-01,1,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,204588.92,157,2036
58,2066-07-01,2,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,496591.02,157,2066
59,2037-07-01,1,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,210726.59,157,2037
59,2067-07-01,2,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,511488.75,157,2067
60,2038-07-01,1,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,217048.39,157,2038
60,2068-07-01,2,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,526833.41,157,2068
61,2039-07-01,1,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,223559.84,157,2039
61,2069-07-01,2,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,542638.41,157,2069
62,2040-07-01,1,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,230266.64,157,2040
62,2070-07-01,2,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,558917.57,157,2070
63,2041-07-01,1,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,237174.64,157,2041
63,2071-07-01,2,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,575685.09,157,2071
64,2042-07-01,1,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,244289.87,157,2042
64,2072-07-01,2,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,592955.64,157,2072
65,2043-07-01,1,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,251618.57,157,2043
65,2073-07-01,2,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,610744.31,157,2073
66,2044-07-01,1,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,259167.13,157,2044
66,2074-07-01,2,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,629066.64,157,2074
67,2045-07-01,1,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,266942.14,157,2045
67,2075-07-01,2,Exterior Surfaces,Renovation,Wood Siding,Logistical,Fixed,30,360,150000.0,647938.64,157,2075
68,2026-07-01,1,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,One Time,3,36,12000.0,12178.67,101,2026
69,2026-07-01,1,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,2537.22,101,2026
69,2029-07-01,2,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,2772.49,101,2029
69,2032-07-01,3,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,3029.58,101,2032
69,2035-07-01,4,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,3310.5,101,2035
69,2038-07-01,5,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,3617.47,101,2038
69,2041-07-01,6,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,3952.91,101,2041
69,2044-07-01,7,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,4319.45,101,2044
69,2047-07-01,8,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,4719.98,101,2047
69,2050-07-01,9,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,5157.65,101,2050
69,2053-07-01,10,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,5635.91,101,2053
69,2056-07-01,11,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,6158.51,101,2056
69,2059-07-01,12,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,6729.57,101,2059
69,2062-07-01,13,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,7353.58,101,2062
69,2065-07-01,14,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,8035.45,101,2065
69,2068-07-01,15,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,8780.56,101,2068
69,2071-07-01,16,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,9594.75,101,2071
69,2074-07-01,17,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,10484.44,101,2074
69,2077-07-01,18,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,11456.64,101,2077
69,2080-07-01,19,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,12518.97,101,2080
69,2083-07-01,20,Fences-Walls-Gates,Concrete,Concrete Brick Grouted Wall,Logistical,Fixed,3,36,2500.0,13679.82,101,2083
70,2026-07-01,1,Fences-Walls-Gates,Concrete,Pool Area Wall Repair,Logistical,Fixed,5,60,2500.0,2537.22,132,2026
70,2031-07-01,2,Fences-Walls-Gates,Concrete,Pool Area Wall Repair,Logistical,Fixed,5,60,2500.0,2941.34,132,2031
70,2036-07-01,3,Fences-Walls-Gates,Concrete,Pool Area Wall Repair,Logistical,Fixed,5,60,2500.0,3409.82,132,2036
70,2041-07-01,4,Fences-Walls-Gates,Concrete,Pool Area Wall Repair,Logistical,Fixed,5,60,2500.0,3952.91,132,2041
70,2046-07-01,5,Fences-Walls-Gates,Concrete,Pool Area Wall Repair,Logistical,Fixed,5,60,2500.0,4582.51,132,2046
70,2051-07-01,6,Fences-Walls-Gates,Concrete,Pool Area Wall Repair,Logistical,Fixed,5,60,2500.0,5312.38,132,2051
70,2056-07-01,7,Fences-Walls-Gates,Concrete,Pool Area Wall Repair,Logistical,Fixed,5,60,2500.0,6158.51,132,2056
70,2061-07-01,8,Fences-Walls-Gates,Concrete,Pool Area Wall Repair,Logistical,Fixed,5,60,2500.0,7139.4,132,2061
70,2066-07-01,9,Fences-Walls-Gates,Concrete,Pool Area Wall Repair,Logistical,Fixed,5,60,2500.0,8276.52,132,2066
70,2071-07-01,10,Fences-Walls-Gates,Concrete,Pool Area Wall Repair,Logistical,Fixed,5,60,2500.0,9594.75,132,2071
70,2076-07-01,11,Fences-Walls-Gates,Concrete,Pool Area Wall Repair,Logistical,Fixed,5,60,2500.0,11122.95,132,2076
70,2081-07-01,12,Fences-Walls-Gates,Concrete,Pool Area Wall Repair,Logistical,Fixed,5,60,2500.0,12894.54,132,2081
71,2028-07-01,1,Fences-Walls-Gates,Concrete,Stacked Concrete Block Wall,Logistical,Fixed,5,60,1500.0,1615.04,147,2028
71,2033-07-01,2,Fences-Walls-Gates,Concrete,Stacked Concrete Block Wall,Logistical,Fixed,5,60,1500.0,1872.28,147,2033
71,2038-07-01,3,Fences-Walls-Gates,Concrete,Stacked Concrete Block Wall,Logistical,Fixed,5,60,1500.0,2170.48,147,2038
71,2043-07-01,4,Fences-Walls-Gates,Concrete,Stacked Concrete Block Wall,Logistical,Fixed,5,60,1500.0,2516.19,147,2043
71,2048-07-01,5,Fences-Walls-Gates,Concrete,Stacked Concrete Block Wall,Logistical,Fixed,5,60,1500.0,2916.95,147,2048
71,2053-07-01,6,Fences-Walls-Gates,Concrete,Stacked Concrete Block Wall,Logistical,Fixed,5,60,1500.0,3381.54,147,2053
71,2058-07-01,7,Fences-Walls-Gates,Concrete,Stacked Concrete Block Wall,Logistical,Fixed,5,60,1500.0,3920.14,147,2058
71,2063-07-01,8,Fences-Walls-Gates,Concrete,Stacked Concrete Block Wall,Logistical,Fixed,5,60,1500.0,4544.51,147,2063
71,2068-07-01,9,Fences-Walls-Gates,Concrete,Stacked Concrete Block Wall,Logistical,Fixed,5,60,1500.0,5268.33,147,2068
71,2073-07-01,10,Fences-Walls-Gates,Concrete,Stacked Concrete Block Wall,Logistical,Fixed,5,60,1500.0,6107.44,147,2073
71,2078-07-01,11,Fences-Walls-Gates,Concrete,Stacked Concrete Block Wall,Logistical,Fixed,5,60,1500.0,7080.2,147,2078
71,2083-07-01,12,Fences-Walls-Gates,Concrete,Stacked Concrete Block Wall,Logistical,Fixed,5,60,1500.0,8207.89,147,2083
72,2029-07-01,1,Fences-Walls-Gates,Chain Link,Chain Link Fence,Logistical,Fixed,10,120,2500.0,2772.49,70,2029
72,2039-07-01,2,Fences-Walls-Gates,Chain Link,Chain Link Fence,Logistical,Fixed,10,120,2500.0,3726.0,70,2039
72,2049-07-01,3,Fences-Walls-Gates,Chain Link,Chain Link Fence,Logistical,Fixed,10,120,2500.0,5007.43,70,2049
72,2059-07-01,4,Fences-Walls-Gates,Chain Link,Chain Link Fence,Logistical,Fixed,10,120,2500.0,6729.57,70,2059
72,2069-07-01,5,Fences-Walls-Gates,Chain Link,Chain Link Fence,Logistical,Fixed,10,120,2500.0,9043.97,70,2069
72,2079-07-01,6,Fences-Walls-Gates,Chain Link,Chain Link Fence,Logistical,Fixed,10,120,2500.0,12154.34,70,2079
73,2029-07-01,1,Fences-Walls-Gates,Renovation,Wooden Perimeter Fence,Logistical,Fixed,5,60,5000.0,5544.98,158,2029
73,2034-07-01,2,Fences-Walls-Gates,Renovation,Wooden Perimeter Fence,Logistical,Fixed,5,60,5000.0,6428.16,158,2034
73,2039-07-01,3,Fences-Walls-Gates,Renovation,Wooden Perimeter Fence,Logistical,Fixed,5,60,5000.0,7451.99,158,2039
73,2044-07-01,4,Fences-Walls-Gates,Renovation,Wooden Perimeter Fence,Logistical,Fixed,5,60,5000.0,8638.9,158,2044
73,2049-07-01,5,Fences-Walls-Gates,Renovation,Wooden Perimeter Fence,Logistical,Fixed,5,60,5000.0,10014.86,158,2049
73,2054-07-01,6,Fences-Walls-Gates,Renovation,Wooden Perimeter Fence,Logistical,Fixed,5,60,5000.0,11609.96,158,2054
73,2059-07-01,7,Fences-Walls-Gates,Renovation,Wooden Perimeter Fence,Logistical,Fixed,5,60,5000.0,13459.13,158,2059
73,2064-07-01,8,Fences-Walls-Gates,Renovation,Wooden Perimeter Fence,Logistical,Fixed,5,60,5000.0,15602.82,158,2064
73,2069-07-01,9,Fences-Walls-Gates,Renovation,Wooden Perimeter Fence,Logistical,Fixed,5,60,5000.0,18087.95,158,2069
73,2074-07-01,10,Fences-Walls-Gates,Renovation,Wooden Perimeter Fence,Logistical,Fixed,5,60,5000.0,20968.89,158,2074
73,2079-07-01,11,Fences-Walls-Gates,Renovation,Wooden Perimeter Fence,Logistical,Fixed,5,60,5000.0,24308.69,158,2079
73,2084-07-01,12,Fences-Walls-Gates,Renovation,Wooden Perimeter Fence,Logistical,Fixed,5,60,5000.0,28180.43,158,2084
74,2036-07-01,1,Fences-Walls-Gates,Metal,Pool Area Metal Rail Fence-Gate,Logistical,Fixed,25,300,15000.0,20458.89,129,2036
74,2061-07-01,2,Fences-Walls-Gates,Metal,Pool Area Metal Rail Fence-Gate,Logistical,Fixed,25,300,15000.0,42836.38,129,2061
75,2029-07-01,1,Fire Safety,Equipment,Chimney Flues-Caps-Spark Arrestors,Logistical,Fixed,5,60,5000.0,5544.98,73,2029
75,2034-07-01,2,Fire Safety,Equipment,Chimney Flues-Caps-Spark Arrestors,Logistical,Fixed,5,60,5000.0,6428.16,73,2034
75,2039-07-01,3,Fire Safety,Equipment,Chimney Flues-Caps-Spark Arrestors,Logistical,Fixed,5,60,5000.0,7451.99,73,2039
75,2044-07-01,4,Fire Safety,Equipment,Chimney Flues-Caps-Spark Arrestors,Logistical,Fixed,5,60,5000.0,8638.9,73,2044
75,2049-07-01,5,Fire Safety,Equipment,Chimney Flues-Caps-Spark Arrestors,Logistical,Fixed,5,60,5000.0,10014.86,73,2049
75,2054-07-01,6,Fire Safety,Equipment,Chimney Flues-Caps-Spark Arrestors,Logistical,Fixed,5,60,5000.0,11609.96,73,2054
75,2059-07-01,7,Fire Safety,Equipment,Chimney Flues-Caps-Spark Arrestors,Logistical,Fixed,5,60,5000.0,13459.13,73,2059
75,2064-07-01,8,Fire Safety,Equipment,Chimney Flues-Caps-Spark Arrestors,Logistical,Fixed,5,60,5000.0,15602.82,73,2064
75,2069-07-01,9,Fire Safety,Equipment,Chimney Flues-Caps-Spark Arrestors,Logistical,Fixed,5,60,5000.0,18087.95,73,2069
75,2074-07-01,10,Fire Safety,Equipment,Chimney Flues-Caps-Spark Arrestors,Logistical,Fixed,5,60,5000.0,20968.89,73,2074
75,2079-07-01,11,Fire Safety,Equipment,Chimney Flues-Caps-Spark Arrestors,Logistical,Fixed,5,60,5000.0,24308.69,73,2079
75,2084-07-01,12,Fire Safety,Equipment,Chimney Flues-Caps-Spark Arrestors,Logistical,Fixed,5,60,5000.0,28180.43,73,2084
76,2034-07-01,1,Flooring,Carpet,Clubhouse Carpet,Logistical,Fixed,12,144,36000.0,46282.72,81,2034
76,2046-07-01,2,Flooring,Carpet,Clubhouse Carpet,Logistical,Fixed,12,144,36000.0,65988.1,81,2046
76,2058-07-01,3,Flooring,Carpet,Clubhouse Carpet,Logistical,Fixed,12,144,36000.0,94083.25,81,2058
76,2070-07-01,4,Flooring,Carpet,Clubhouse Carpet,Logistical,Fixed,12,144,36000.0,134140.22,81,2070
76,2082-07-01,5,Flooring,Carpet,Clubhouse Carpet,Logistical,Fixed,12,144,36000.0,191251.87,81,2082
77,2034-07-01,1,Flooring,Tile,Clubhouse Tile Floor,Logistical,Fixed,20,240,16000.0,20570.1,99,2034
77,2054-07-01,2,Flooring,Tile,Clubhouse Tile Floor,Logistical,Fixed,20,240,16000.0,37151.89,99,2054
77,2074-07-01,3,Flooring,Tile,Clubhouse Tile Floor,Logistical,Fixed,20,240,16000.0,67100.44,99,2074
78,2034-07-01,1,Flooring,Tile,Pool Area Tile Exterior,Logistical,Fixed,20,240,6400.0,8228.04,131,2034
78,2054-07-01,2,Flooring,Tile,Pool Area Tile Exterior,Logistical,Fixed,20,240,6400.0,14860.76,131,2054
78,2074-07-01,3,Flooring,Tile,Pool Area Tile Exterior,Logistical,Fixed,20,240,6400.0,26840.18,131,2074
79,2026-07-01,1,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,1014.89,115,2026
79,2029-07-01,2,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,1109.0,115,2029
79,2032-07-01,3,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,1211.83,115,2032
79,2035-07-01,4,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,1324.2,115,2035
79,2038-07-01,5,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,1446.99,115,2038
79,2041-07-01,6,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,1581.16,115,2041
79,2044-07-01,7,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,1727.78,115,2044
79,2047-07-01,8,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,1887.99,115,2047
79,2050-07-01,9,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,2063.06,115,2050
79,2053-07-01,10,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,2254.36,115,2053
79,2056-07-01,11,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,2463.4,115,2056
79,2059-07-01,12,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,2691.83,115,2059
79,2062-07-01,13,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,2941.43,115,2062
79,2065-07-01,14,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,3214.18,115,2065
79,2068-07-01,15,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,3512.22,115,2068
79,2071-07-01,16,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,3837.9,115,2071
79,2074-07-01,17,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,4193.78,115,2074
79,2077-07-01,18,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,4582.65,115,2077
79,2080-07-01,19,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,5007.59,115,2080
79,2083-07-01,20,Landscape,Concrete,Landscape Border Blocks,Logistical,Fixed,3,36,1000.0,5471.93,115,2083
80,2026-07-01,1,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,2537.22,116,2026
80,2029-07-01,2,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,2772.49,116,2029
80,2032-07-01,3,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,3029.58,116,2032
80,2035-07-01,4,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,3310.5,116,2035
80,2038-07-01,5,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,3617.47,116,2038
80,2041-07-01,6,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,3952.91,116,2041
80,2044-07-01,7,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,4319.45,116,2044
80,2047-07-01,8,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,4719.98,116,2047
80,2050-07-01,9,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,5157.65,116,2050
80,2053-07-01,10,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,5635.91,116,2053
80,2056-07-01,11,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,6158.51,116,2056
80,2059-07-01,12,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,6729.57,116,2059
80,2062-07-01,13,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,7353.58,116,2062
80,2065-07-01,14,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,8035.45,116,2065
80,2068-07-01,15,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,8780.56,116,2068
80,2071-07-01,16,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,9594.75,116,2071
80,2074-07-01,17,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,10484.44,116,2074
80,2077-07-01,18,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,11456.64,116,2077
80,2080-07-01,19,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,12518.97,116,2080
80,2083-07-01,20,Landscape,Renovation,Landscape Replenishment,Logistical,Fixed,3,36,2500.0,13679.82,116,2083
81,2026-07-01,1,Landscape,Fire Safety,"Landscaping, Wildfire Defensible Space",Logistical,Fixed,1,12,10000.0,10148.89,Board Plan,2026
81,2027-07-01,2,Landscape,Fire Safety,"Landscaping, Wildfire Defensible Space",Logistical,Fixed,1,12,10000.0,10453.36,Board Plan,2027
81,2028-07-01,3,Landscape,Fire Safety,"Landscaping, Wildfire Defensible Space",Logistical,Fixed,1,12,10000.0,10766.96,Board Plan,2028
81,2029-07-01,4,Landscape,Fire Safety,"Landscaping, Wildfire Defensible Space",Logistical,Fixed,1,12,10000.0,11089.97,Board Plan,2029
81,2030-07-01,5,Landscape,Fire Safety,"Landscaping, Wildfire Defensible Space",Logistical,Fixed,1,12,10000.0,11422.67,Board Plan,2030
81,2031-07-01,6,Landscape,Fire Safety,"Landscaping, Wildfire Defensible Space",Logistical,Fixed,1,12,10000.0,11765.35,Board Plan,2031
81,2032-07-01,7,Landscape,Fire Safety,"Landscaping, Wildfire Defensible Space",Logistical,Fixed,1,12,10000.0,12118.31,Board Plan,2032
81,2033-07-01,8,Landscape,Fire Safety,"Landscaping, Wildfire Defensible Space",Logistical,Fixed,1,12,10000.0,12481.86,Board Plan,2033
81,2034-07-01,9,Landscape,Fire Safety,"Landscaping, Wildfire Defensible Space",Logistical,Fixed,1,12,10000.0,12856.31,Board Plan,2034
81,2035-07-01,10,Landscape,Fire Safety,"Landscaping, Wildfire Defensible Space",Logistical,Fixed,1,12,10000.0,13242.0,Board Plan,2035
